REF;DESIGNATION;COLOR;SIZE;COLOR CODE;SIZE CODE;DATE TO RECEIVE;QUANTITY;SKU
NS300C;Eco-friendly unisex t-shirt;Lemon Citrus;3XL;81192;68515;11/12/2026;50;NS300C_81192_68515
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;XS;81195;68497;24/07/2026;200;NS300C_81195_68497
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;S;81195;68501;28/09/2026;200;NS300C_81195_68501
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;S;81195;68501;11/12/2026;450;NS300C_81195_68501
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;M;81195;68503;24/07/2026;500;NS300C_81195_68503
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;M;81195;68503;28/09/2026;500;NS300C_81195_68503
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;M;81195;68503;11/12/2026;700;NS300C_81195_68503
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;L;81195;68507;24/07/2026;550;NS300C_81195_68507
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;L;81195;68507;28/09/2026;150;NS300C_81195_68507
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;L;81195;68507;11/12/2026;400;NS300C_81195_68507
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;XL;81195;68509;24/07/2026;350;NS300C_81195_68509
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;XL;81195;68509;28/09/2026;400;NS300C_81195_68509
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;XL;81195;68509;11/12/2026;50;NS300C_81195_68509
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;XXL;81195;68513;24/07/2026;50;NS300C_81195_68513
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;XXL;81195;68513;28/09/2026;250;NS300C_81195_68513
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;XXL;81195;68513;11/12/2026;50;NS300C_81195_68513
NS300C;Eco-friendly unisex t-shirt;Light Turquoise;3XL;81195;68515;24/07/2026;50;NS300C_81195_68515
NS300C;Eco-friendly unisex t-shirt;Poppy Red;XXS;81196;68495;24/07/2026;200;NS300C_81196_68495
NS300C;Eco-friendly unisex t-shirt;Poppy Red;XS;81196;68497;24/07/2026;150;NS300C_81196_68497
NS300C;Eco-friendly unisex t-shirt;Poppy Red;S;81196;68501;24/07/2026;600;NS300C_81196_68501
NS300C;Eco-friendly unisex t-shirt;Poppy Red;M;81196;68503;24/07/2026;1450;NS300C_81196_68503
NS300C;Eco-friendly unisex t-shirt;Poppy Red;L;81196;68507;24/07/2026;1300;NS300C_81196_68507
NS300C;Eco-friendly unisex t-shirt;Poppy Red;XL;81196;68509;24/07/2026;500;NS300C_81196_68509
NS300C;Eco-friendly unisex t-shirt;Poppy Red;XXL;81196;68513;24/07/2026;250;NS300C_81196_68513
NS300C;Eco-friendly unisex t-shirt;Poppy Red;3XL;81196;68515;24/07/2026;50;NS300C_81196_68515
NS300C;Eco-friendly unisex t-shirt;Sienna;XXS;81199;68495;24/07/2026;100;NS300C_81199_68495
NS300C;Eco-friendly unisex t-shirt;Sienna;S;81199;68501;24/07/2026;300;NS300C_81199_68501
NS300C;Eco-friendly unisex t-shirt;Sienna;M;81199;68503;24/07/2026;250;NS300C_81199_68503
NS300C;Eco-friendly unisex t-shirt;Sienna;L;81199;68507;24/07/2026;300;NS300C_81199_68507
NS300C;Eco-friendly unisex t-shirt;Sienna;XL;81199;68509;24/07/2026;300;NS300C_81199_68509
NS300C;Eco-friendly unisex t-shirt;Sienna;XXL;81199;68513;24/07/2026;250;NS300C_81199_68513
NS300C;Eco-friendly unisex t-shirt;Celadon Green;S;88543;68501;15/07/2026;200;NS300C_88543_68501
NS300C;Eco-friendly unisex t-shirt;Celadon Green;M;88543;68503;15/07/2026;450;NS300C_88543_68503
NS300C;Eco-friendly unisex t-shirt;Celadon Green;L;88543;68507;15/07/2026;450;NS300C_88543_68507
NS300C;Eco-friendly unisex t-shirt;Celadon Green;XL;88543;68509;15/07/2026;300;NS300C_88543_68509
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;S;88546;68501;28/09/2026;600;NS300C_88546_68501
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;S;88546;68501;11/12/2026;1000;NS300C_88546_68501
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;M;88546;68503;28/09/2026;1659;NS300C_88546_68503
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;M;88546;68503;11/12/2026;2200;NS300C_88546_68503
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;L;88546;68507;28/09/2026;1989;NS300C_88546_68507
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;L;88546;68507;11/12/2026;2350;NS300C_88546_68507
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;XL;88546;68509;28/09/2026;1254;NS300C_88546_68509
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;XL;88546;68509;11/12/2026;1400;NS300C_88546_68509
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;XXL;88546;68513;28/09/2026;550;NS300C_88546_68513
NS300C;Eco-friendly unisex t-shirt;Cherry Purple;XXL;88546;68513;11/12/2026;650;NS300C_88546_68513
NS300C;Eco-friendly unisex t-shirt;Forest Green;XS;88547;68497;24/07/2026;450;NS300C_88547_68497
NS300C;Eco-friendly unisex t-shirt;Forest Green;S;88547;68501;24/07/2026;350;NS300C_88547_68501
NS300C;Eco-friendly unisex t-shirt;Forest Green;M;88547;68503;24/07/2026;550;NS300C_88547_68503
NS300C;Eco-friendly unisex t-shirt;Forest Green;L;88547;68507;24/07/2026;500;NS300C_88547_68507
NS300C;Eco-friendly unisex t-shirt;Forest Green;XL;88547;68509;24/07/2026;200;NS300C_88547_68509
NS300C;Eco-friendly unisex t-shirt;Forest Green;XXL;88547;68513;24/07/2026;50;NS300C_88547_68513
NS300C;Eco-friendly unisex t-shirt;Forest Green;3XL;88547;68515;24/07/2026;50;NS300C_88547_68515
